typeStatus,catalogNumber,individualCount,preparations,taxonConceptID,scientificName,kingdom,phylum,family,waterBody,country,stateProvince,locality,maximumDepthInMeters,locationRemarks,decimal Lat,decimal Long,geodeticDatum,samplingProtocol,eventDate,eventTime,fieldNumber,fieldNotes,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.25265,1,"specimen fixed in 4  formalin, stored in 80% IMS",Praxillella sp. 1,Praxillella sp. ,Animalia,Annelida,Maldanidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),449,RRS Ernest Shackleton,-49.298355,-59.0956094,WGS84,Box Corer,22/03/2012,12:24:00,71MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21731,1,"specimen fixed in 4  formalin, stored in 80% IMS",Prionospio sp.,Prionospio sp.,Animalia,Annelida,Spionidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),434,RRS Ernest Shackleton,-49.34081778,-59.1396133,WGS84,Box Corer,23/04/2012,22:36:00,38MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23468,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Prionospio?  sp.,Prionospio?  sp.,Animalia,Annelida,Spionidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin,600,not available,-53.018551,-58.046031,WGS84,Box Corer,01/02/2009,21:18,T1FA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24386,1,"specimen fixed in 4  formalin, stored in 80% IMS",Prosphaerosyllis sp. 1,Prosphaerosyllis sp. ,Animalia,Annelida,Syllidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),451,RRS Ernest Shackleton,-49.30441889,-59.0852225,WGS84,Box Corer,23/04/2012,13:09:00,28MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23599,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Protomystides? sp. 1,Protomystides? sp.,Animalia,Annelida,Phyllodocidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1517,MV Ocean Endeavour,-52.602631,-55.989055,WGS84,Box Corer,04/03/2011,18:34,1MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23600,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Protomystides? sp. 2,Protomystides? sp.,Animalia,Annelida,Phyllodocidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),not available,MV Ocean Endeavour,not available,not available,WGS84,Box Corer,not available,not available,38 MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24008,1,"specimen fixed in 4  formalin, stored in 80% IMS",Pseudoscalibregma bransfieldium,"Pseudoscalibregma bransfieldium (Hartman, 1967)",Animalia,Annelida,Scalibregmatidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),460,RRS Ernest Shackleton,-49.25045472,-59.0862200,WGS84,Box Corer,25/04/2012,05:47:00,10MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24243,1,"specimen fixed in 4  formalin, stored in 80% IMS",Pseudoscalibregma bransfieldium,"Pseudoscalibregma bransfieldium (Hartman, 1967)",Animalia,Annelida,Scalibregmatidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),454,RRS Ernest Shackleton,-49.28643083,-59.0855553,WGS84,Box Corer,23/04/2012,09:57:00,22MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23607,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Pseudoscalibregma sp. 1,Pseudoscalibregma sp.,Animalia,Annelida,Scalibregmatidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1547,MV Ocean Endeavour,-52.614196,-55.959520,WGS84,Box Corer,04/03/2011,06:05,5MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23533,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Rhodine cf. antarctica ,"Rhodine cf. antarctica Gravier, 1911",Animalia,Annelida,Maldanidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Loligo oil well),1437,not available,-51.121202,-54.728528,WGS84,Box Corer,20/01/2009,03:58,L11FA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23534,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Rhodine cf. intermedia ,"Rhodine cf. intermedia Arwidsson, 1911",Animalia,Annelida,Maldanidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Loligo oil well),1437,not available,-51.121202,-54.728528,WGS84,Box Corer,20/01/2009,03:58,L11FA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23556,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Samytha sp. 1,Samytha sp.,Animalia,Annelida,Ampharetidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Toroa oil well),702,not available,-53.059303,-58.026135,WGS84,Box Corer,02/02/2009,09:07,T10FB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23557,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Samythella sp. 1,Samythella sp.,Animalia,Annelida,Ampharetidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Toroa oil well),615,not available,-53.017097,-58.018712,WGS84,Box Corer,01/02/2009,17:54,T4FB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23477,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Samythella sp. 2,Samythella sp.,Animalia,Annelida,Ampharetidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Endeavour oil well),1405,not available,-50.669015,-54.571278,WGS84,Box Corer,28/01/2009,07:55,E6FA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.12026-12027,2,"specimen fixed in 4  formalin, stored in 80% IMS",Scalibregma sp. 1,Scalibregma sp.,Animalia,Annelida,Scalibregmatidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),341,RRS Ernest Shackleton,-49.35880583,-59.1392994,WGS84,Box Corer,24/12/2012,18:31:00,43MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21721,1,"specimen fixed in 4  formalin, stored in 80% IMS",Scalibregma sp. 1,Scalibregma sp. ,Animalia,Annelida,Scalibregmatidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),456,RRS Ernest Shackleton,-49.23308889,-59.1689586,WGS84,Box Corer,18/04/2012,15:33:00,1MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24015,1,"specimen fixed in 4  formalin, stored in 80% IMS",Scalibregma sp. 1,Scalibregma sp.,Animalia,Annelida,Scalibregmatidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),460,RRS Ernest Shackleton,-49.25045472,-59.0862200,WGS84,Box Corer,25/04/2012,05:47:00,10MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24369,1,"specimen fixed in 4  formalin, stored in 80% IMS",Scalibregma sp. 1,Scalibregma sp.,Animalia,Annelida,Scalibregmatidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),440,RRS Ernest Shackleton,-49.30463333,-59.1127311,WGS84,Box Corer,19/03/2012,06:01:00,27MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24606,1,"specimen fixed in 4  formalin, stored in 80% IMS",Scalibregma sp. 1,Scalibregma sp.,Animalia,Annelida,Scalibregmatidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),450,RRS Ernest Shackleton,-49.34039472,-59.0845558,WGS84,Box Corer,23/04/2012,17:09:00,40MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24720,1,"specimen fixed in 4  formalin, stored in 80% IMS",Scalibregma sp. 1,Scalibregma sp.,Animalia,Annelida,Scalibregmatidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),429,RRS Ernest Shackleton,-49.3585975,-59.1117606,WGS84,Box Corer,14/04/2012,17:12:00,44MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.25128,1,"specimen fixed in 4  formalin, stored in 80% IMS",Scalibregma sp. 1,Scalibregma sp.,Animalia,Annelida,Scalibregmatidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),447,RRS Ernest Shackleton,-49.245538,-59.1060962,WGS84,Box Corer,18/03/2012,00:19:00,64MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.21685,1,"specimen fixed in 4  formalin, stored in 80% IMS",Scalibregma sp. 2,Scalibregma sp.,Animalia,Annelida,Scalibregmatidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),440,RRS Ernest Shackleton,-49.362666,-59.1204879,WGS84,Box Corer,25/03/2012,16:42:00,90MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23567,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Scalibregma sp. 2,Scalibregma sp.,Animalia,Annelida,Scalibregmatidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Toroa oil well),610,not available,-53.028686,-58.067881,WGS84,Box Corer,02/02/2009,02:14,T5FB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23608,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Scalibregmatidae sp. 1,Scalibregmatidae sp.,Animalia,Annelida,Scalibregmatidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1517,MV Ocean Endeavour,-52.602631,-55.989055,WGS84,Box Corer,04/03/2011,18:34,1MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.12777-12779,3,"specimen fixed in 4  formalin, stored in 80% IMS",Schistomeringos sp 1,Schistomeringos sp.,Animalia,Annelida,Dorvilleidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),459,RRS Ernest Shackleton,-49.26844278,-59.0858878,WGS84,Box Corer,25/04/2012,06:54:00,16MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24817,1,"specimen fixed in 4  formalin, stored in 80% IMS",Schistomeringos sp 1,Schistomeringos sp.,Animalia,Annelida,Dorvilleidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),458,RRS Ernest Shackleton,-49.23246667,-59.0865519,WGS84,Box Corer,25/04/2012,00:18:00,4MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24028,1,"specimen fixed in 4  formalin, stored in 80% IMS",Scolelepis sp. 1,Scolelepis sp. ,Animalia,Annelida,Spionidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),455,RRS Ernest Shackleton,-49.25023417,-59.0587417,WGS84,Box Corer,15/04/2012,21:29:00,11MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24245,1,"specimen fixed in 4  formalin, stored in 80% IMS",Scolelepis sp. 1,Scolelepis sp. ,Animalia,Annelida,Spionidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),454,RRS Ernest Shackleton,-49.28643083,-59.0855553,WGS84,Box Corer,23/04/2012,09:57:00,22MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24350,1,"specimen fixed in 4  formalin, stored in 80% IMS",Scolelepis sp. 1,Scolelepis sp. ,Animalia,Annelida,Spionidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),449,RRS Ernest Shackleton,-49.30484139,-59.1402400,WGS84,Box Corer,24/04/2012,14:19:00,26MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23568,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Sigalionidae (Neoleanira?) sp. 1,Sigalionidae (Neoleanira?) sp.,Animalia,Annelida,Sigalionidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Toroa oil well),600,not available,-53.018442,-58.046288,WGS84,Box Corer,01/02/2009,22:57,T1FB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23474,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Sigalionidae sp. 2,Sigalionidae sp.,Animalia,Annelida,Sigalionidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Hero oil well),1837,MV Ocean Endeavour,-50.576192,-53.531406,WGS84,BSL Double Van Veen Grab,16/03/2011,05:44,1MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23475,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Sigalionidae sp. 2,Sigalionidae sp.,Animalia,Annelida,Sigalionidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1517,MV Ocean Endeavour,-52.600558,-56.010486,WGS84,Box Corer,04/03/2011,14:22,4MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21760,1,"specimen fixed in 4  formalin, stored in 80% IMS",Sigambra sp. 1,Sigambra sp. ,Animalia,Annelida,Pilargidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),458,RRS Ernest Shackleton,-49.23201917,-59.0316156,WGS84,Box Corer,25/04/2012,02:35:00,6MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.12446-12447,2,"specimen fixed in 4  formalin, stored in 80% IMS",Sphaerodoropsis sp. 4,Sphaerodoropsis sp. ,Animalia,Annelida,Sphaerodoridae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),458,RRS Ernest Shackleton,-49.23201917,-59.0316156,WGS84,Box Corer,25/04/2012,02:35:00,6MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24591,1,"specimen fixed in 4  formalin, stored in 80% IMS",Sphaerodoropsis sp. 4,Sphaerodoropsis sp. ,Animalia,Annelida,Sphaerodoridae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),464,RRS Ernest Shackleton,-49.23268056,-59.1140206,WGS84,Box Corer,16/04/2012,13:37:00,3MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23470,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Sphaerodoropsis cf. macrotubercula ,"Sphaerodoropsis cf. macrotubercula Böggemann, 2009",Animalia,Annelida,Sphaerodoridae ,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Infexible oil well),1842,MV Ocean Endeavour,-53.516123,-59.122255,WGS84,Box Corer,27/03/2011,15:02,5MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23512,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Sphaerodoropsis sp. 1,Sphaerodoropsis sp.,Animalia,Annelida,Sphaerodoridae ,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Infexible oil well),1798,MV Ocean Endeavour,-53.488653,-59.144583,WGS84,BSL Double Van Veen Grab,26/02/2011,04:40,4MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23485,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Sphaerodoropsis sp. 2,Sphaerodoropsis sp.,Animalia,Annelida,Sphaerodoridae ,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Endeavour oil well),not available,not available,not available,not available,WGS84,not available,not available,not available,9MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21770,1,"specimen fixed in 4  formalin, stored in 80% IMS",Sphaerodoropsis sp. 3,Sphaerodoropsis sp.,Animalia,Annelida,Sphaerodoridae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),451,RRS Ernest Shackleton,-49.25066889,-59.1136986,WGS84,Box Corer,16/04/2012,16:32:00,9MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24130,1,"specimen fixed in 4  formalin, stored in 80% IMS",Sphaerodoropsis sp. 3,Sphaerodoropsis sp. ,Animalia,Annelida,Sphaerodoridae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),449,RRS Ernest Shackleton,-49.2679625,-59.0563564,WGS84,Box Corer,15/04/2012,17:42:00,17MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24053,1,"specimen fixed in 4  formalin, stored in 80% IMS",Sphaerodorum olgae,"Sphaerodorum olgae Moreira and Parapar, 2011",Animalia,Annelida,Sphaerodoridae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),440,RRS Ernest Shackleton,-49.26906583,-59.1683544,WGS84,Box Corer,17/03/2012,18:18:00,13MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24149,1,"specimen fixed in 4  formalin, stored in 80% IMS",Sphaerodorum olgae,"Sphaerodorum olgae Moreira and Parapar, 2011",Animalia,Annelida,Sphaerodoridae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),460,RRS Ernest Shackleton,-49.26799472,-59.0309117,WGS84,Box Corer,24/04/2012,03:48:00,18MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24392,1,"specimen fixed in 4  formalin, stored in 80% IMS",Sphaerodorum olgae,"Sphaerodorum olgae Moreira and Parapar, 2011",Animalia,Annelida,Sphaerodoridae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),451,RRS Ernest Shackleton,-49.30441889,-59.0852225,WGS84,Box Corer,23/04/2012,13:09:00,28MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23542,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Sphaerosyllis lateropapillata ,"Sphaerosyllis lateropapillata Hartmann-Schröder, 1986",Animalia,Annelida,Syllidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Loligo oil well),not available,not available,-51.143688,-54.712897,WGS84,Box Corer,19/01/2009,22:07,L2FA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24186,1,"specimen fixed in 4  formalin, stored in 80% IMS",Sphaerosyllis perspicax ,"Sphaerosyllis perspicax  Ehlers, 1912 ",Animalia,Annelida,Syllidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),448,RRS Ernest Shackleton,-49.28705444,-59.1680519,WGS84,Box Corer,17/04/2012,04:37:00,19MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23496,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Spiochaetopterus sp. 1,Spiochaetopterus sp.,Animalia,Annelida,Chaetopteridae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Infexible oil well),1811,MV Ocean Endeavour,-53.502291,-59.141729,WGS84,Box Corer,27/03/2011,13:07,3MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23529,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Spiochaetopterus sp. 1,Spiochaetopterus sp.,Animalia,Annelida,Chaetopteridae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Loligo oil well),1350,not available,-51.100977,-54.734681,WGS84,Box Corer,20/01/2009,19:50,L3FA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.13089-13091,3,"specimen fixed in 4  formalin, stored in 80% IMS",Spiophanes algidus,"Spiophanes algidus Meißner, 2005",Animalia,Annelida,Spionidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),438,RRS Ernest Shackleton,-49.32282972,-59.1399267,WGS84,Box Corer,24/04/2012,16:30:00,32MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21722,1,"specimen fixed in 4  formalin, stored in 80% IMS",Spiophanes algidus,"Spiophanes algidus Meißner, 2005",Animalia,Annelida,Spionidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),451,RRS Ernest Shackleton,-49.28685306,-59.1405528,WGS84,Box Corer,23/04/2012,07:52:00,20MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.12718-12719,2,"specimen fixed in 4  formalin, stored in 80% IMS",Sternaspis sp. 1,Sternaspis sp. ,Animalia,Annelida,Sternaspidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),440,RRS Ernest Shackleton,-49.37658556,-59.1114364,WGS84,Box Corer,25/03/2012,16:42:00,90MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.17235-17243,9,"specimen fixed in 4  formalin, stored in 80% IMS",Sternaspis sp. 1,Sternaspis sp. ,Animalia,Annelida,Sternaspidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),454,RRS Ernest Shackleton,-49.28643083,-59.0855553,WGS84,Box Corer,23/04/2012,10:54:00,22MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21705,1,"specimen fixed in 4  formalin, stored in 80% IMS",Streblosoma sp. 1,Streblosoma sp.,Animalia,Annelida,Terebellidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),454,RRS Ernest Shackleton,-49.25000694,-59.0312639,WGS84,Box Corer,24/04/2012,01:06:00,12MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24171,1,"specimen fixed in 4  formalin, stored in 80% IMS",Syllinae sp. 1,Syllinae sp.,Animalia,Annelida,Syllidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),443,RRS Ernest Shackleton,-49.28705444,-59.1680519,WGS84,Box Corer,17/04/2012,01:23:00,19MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23489,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Syllis sclerolaema ,"Syllis sclerolaema Ehlers, 1901",Animalia,Annelida,Syllidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Endeavour oil well),1350,not available,-50.664782,-54.601313,WGS84,Box Corer,28/01/2009,19:45,E4FB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23614,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Syllis sclerolaema ,"Syllis sclerolaema Ehlers, 1901",Animalia,Annelida,Syllidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1517,MV Ocean Endeavour,-52.602631,-55.989055,WGS84,Box Corer,04/03/2011,18:34,1MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23615,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Syllis sp. 1,Syllis sp.,Animalia,Annelida,Syllidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1547,MV Ocean Endeavour,-52.614196,-55.959520,WGS84,Box Corer,04/03/2011,06:05,5MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23492,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Tanseimaruana sp. 1,Tanseimaruana sp.,Animalia,Annelida,Ampharetidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Infexible oil well),1782,MV Ocean Endeavour,-53.482551,-59.156921,WGS84,Box Corer,26/02/2011,07:55,2MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23549,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Terebellides sp. 1,Terebellides sp.,Animalia,Annelida,Trichobranchidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Nimrod oil well),1262,not available,-51.840742,-55.385136,WGS84,Box Corer,06/02/2009,23:59,N10FB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23550,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Terebellides sp. 1,Terebellides sp.,Animalia,Annelida,Trichobranchidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Nimrod oil well),1275,not available,-51.840966,-55.364762,WGS84,Box Corer,06/02/2009,17:34,N11FA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23571,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Terebellides sp. 2,Terebellides sp.,Animalia,Annelida,Trichobranchidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Toroa oil well),571,not available,-52.999659,-58.088350,WGS84,Box Corer,01/02/2009,13:44,T9FB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23621,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Terebellides sp. 2,Terebellides sp.,Animalia,Annelida,Trichobranchidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1517,MV Ocean Endeavour,-52.602631,-55.989055,WGS84,Box Corer,04/03/2011,18:34,1MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23551,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Terebellides sp. 3,Terebellides sp.,Animalia,Annelida,Trichobranchidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Nimrod oil well),1299,not available,-51.796226,-55.329853,WGS84,Box Corer,07/02/2009,14:11,N1FA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21709,1,"specimen fixed in 4  formalin, stored in 80% IMS",Terebellinae sp. 1,Terebellinae sp. ,Animalia,Annelida,Terebellidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),443,RRS Ernest Shackleton,-49.28705444,-59.1680519,WGS84,Box Corer,17/04/2012,01:23:00,19MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23623,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Tharyx cf. epitoka,"Tharyx cf. epitoka Monro, 1930",Animalia,Annelida,Cirratulidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1517,MV Ocean Endeavour,-52.602631,-55.989055,WGS84,Box Corer,04/03/2011,18:34,1MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
