,,catalogNumber,,,,occurrenceDetails,occurrenceRemarks,recordNumber,recordedBy,individualID,individualCount,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,occurrenceStatus,preparations,,disposition,otherCatalogNumbers,previousIdentifications,associatedMedia,associatedReferences,associatedOccurrences,associatedSequences,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,higherClassification,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,,,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,,,,,,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumElevationInMeters,maximumElevationInMeters,verbatimDepth,minimumDepthInMeters,maximumDepthInMeters,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,identificationID,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,identificationQualifier,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,eventID,samplingProtocol,samplingEffort,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,fieldNumber,fieldNotes,eventRemarks,type,modified,language,rights,rightsHolder,accessRights,bibliographicCitation,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,source,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,2,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Spiophanes algidus,,"Spiophanes algidus Meißner, 2005",,,,,,,Animalia,Annelida,,,Spionidae,Spiophanes,,algidus,,,,,,Meißner,,,,,2005,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,423,,,,RRS Ernest Shackleton,9030,,,,,,-49.3947819,-59.1386711,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/04/2012,22:18,,,,,,,"Soft brown silty clay, top ~5cm looser, more cohesive below. Generally less cohesive though containing small lumps of very cohesive clay. Coarse sand and variously coloured gravel up to 1.5cm in diameter in sieve residue.",52MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,35,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) assimilis,,"Aricidea (Acmira) assimilis Tebble, 1959 ",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),assimilis,,"sensu Strelzov, 1973",,,,Tebble,,,,,1959 ,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,RRS Ernest Shackleton,9030,,,,,,-49.375133,-59.111600,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,12:46,,,,,,,"Soft brown cohesive clay with a fine surface layer of black sand. Loose surface less deep than previous with grey, stickier sediment from 5-10cm depth. Gravel <4cm diam",53MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,4,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Allia) cf. ramosa,,"Aricidea (Allia) cf. ramosa Annenkova, 1934",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Allia), ramosa,,cf.,,,,Annenkova,,,,,1934,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,RRS Ernest Shackleton,9030,,,,,,-49.375133,-59.111600,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,12:46,,,,,,,"Soft brown cohesive clay with a fine surface layer of black sand. Loose surface less deep than previous with grey, stickier sediment from 5-10cm depth. Gravel <4cm diam",53MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,23,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Onuphis pseudoiridescens,,"Onuphis pseudoiridescens Averincev, 1972 ",,,,,,,Animalia,Annelida,,,Onuphidae,Onuphis,,pseudoiridescens,,,,,,Averincev,,,,,1972 ,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,RRS Ernest Shackleton,9030,,,,,,-49.375133,-59.111600,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,12:46,,,,,,,"Soft brown cohesive clay with a fine surface layer of black sand. Loose surface less deep than previous with grey, stickier sediment from 5-10cm depth. Gravel <4cm diam",53MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,3,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Spiophanes algidus,,"Spiophanes algidus Meißner, 2005",,,,,,,Animalia,Annelida,,,Spionidae,Spiophanes,,algidus,,,,,,Meißner,,,,,2005,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,RRS Ernest Shackleton,9030,,,,,,-49.375133,-59.111600,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,12:46,,,,,,,"Soft brown cohesive clay with a fine surface layer of black sand. Loose surface less deep than previous with grey, stickier sediment from 5-10cm depth. Gravel <4cm diam",53MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,19,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Acmira) assimilis,,"Aricidea (Acmira) assimilis Tebble, 1959 ",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Acmira),assimilis,,"sensu Strelzov, 1973",,,,Tebble,,,,,1959 ,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,RRS Ernest Shackleton,9030,,,,,,-49.375133,-59.111600,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,13:35,,,,,,,"Soft brown cohesive clay with a fine surface layer of black sand. Loose surface less deep than previous with grey, stickier sediment from 5-10cm depth. Gravel <4cm diam. Some shell debris in sieve residue.",53MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Ancistrosyllis cf groenlandica,,"Ancistrosyllis cf.groenlandica McIntosh, 1879 ",,,,,,,Animalia,Annelida,,,Pilargidae,Ancistrosyllis,, groenlandica,,cf. ,,,,McIntosh,,,,,1879 ,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,RRS Ernest Shackleton,9030,,,,,,-49.375133,-59.111600,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,13:35,,,,,,,"Soft brown cohesive clay with a fine surface layer of black sand. Loose surface less deep than previous with grey, stickier sediment from 5-10cm depth. Gravel <4cm diam. Some shell debris in sieve residue.",53MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,2,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Austrolaenilla cf. antarctica,,"Austrolaenilla cf. antarctica Bergström, 1916",,,,,,,Animalia,Annelida,,,Polynoidae,Austrolaenilla,, antarctica,,cf.,,,,Bergström,,,,,1916,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,RRS Ernest Shackleton,9030,,,,,,-49.375133,-59.111600,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,13:35,,,,,,,"Soft brown cohesive clay with a fine surface layer of black sand. Loose surface less deep than previous with grey, stickier sediment from 5-10cm depth. Gravel <4cm diam. Some shell debris in sieve residue.",53MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Clymenura sp. 1,,Clymenura sp.,,,,,,,Animalia,Annelida,,,Maldanidae,Clymenura,,sp.,,,,,,Verrill,,,,,1900 ,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,RRS Ernest Shackleton,9030,,,,,,-49.375133,-59.111600,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,13:35,,,,,,,"Soft brown cohesive clay with a fine surface layer of black sand. Loose surface less deep than previous with grey, stickier sediment from 5-10cm depth. Gravel <4cm diam. Some shell debris in sieve residue.",53MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Cossura sp 1,,Cossura sp. ,,,,,,,Animalia,Annelida,,,Cossuridae,Cossura,,sp. ,,sp. 1,,,,Webster,Benedict,,,,1887,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,RRS Ernest Shackleton,9030,,,,,,-49.375133,-59.111600,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,13:35,,,,,,,"Soft brown cohesive clay with a fine surface layer of black sand. Loose surface less deep than previous with grey, stickier sediment from 5-10cm depth. Gravel <4cm diam. Some shell debris in sieve residue.",53MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,2,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Euchone undulocincta ,,"Euchone undulocincta  Hartmann-Schröder & Rosenfeldt, 1989",,,,,,,Animalia,Annelida,,,Sabellidae,Euchone,,undulocincta ,,,,,,Hartmann-Schröder,Rosenfeldt,,,,1989,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,RRS Ernest Shackleton,9030,,,,,,-49.375133,-59.111600,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,13:35,,,,,,,"Soft brown cohesive clay with a fine surface layer of black sand. Loose surface less deep than previous with grey, stickier sediment from 5-10cm depth. Gravel <4cm diam. Some shell debris in sieve residue.",53MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,12,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Fabricinuda sp. 1,,Fabricinuda sp.,,,,,,,Animalia,Annelida,,,Fabriciidae,Fabricinuda,,sp. ,,sp. 1,,,,Fitzhugh,,,,,1990,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,RRS Ernest Shackleton,9030,,,,,,-49.375133,-59.111600,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,13:35,,,,,,,"Soft brown cohesive clay with a fine surface layer of black sand. Loose surface less deep than previous with grey, stickier sediment from 5-10cm depth. Gravel <4cm diam. Some shell debris in sieve residue.",53MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Levinsenia acutibranchiata,,"Levinsenia acutibranchiata (Strelzov, 1973)",,,,,,,Animalia,Annelida,,,Paraonidae,Levinsenia ,,acutibranchiata,,,,,,(Strelzov),,,,,(1973),,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,RRS Ernest Shackleton,9030,,,,,,-49.375133,-59.111600,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,13:35,,,,,,,"Soft brown cohesive clay with a fine surface layer of black sand. Loose surface less deep than previous with grey, stickier sediment from 5-10cm depth. Gravel <4cm diam. Some shell debris in sieve residue.",53MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Leitoscoloplos sp. 1,,Leitoscoloplos sp.,,,,,,,Animalia,Annelida,,,Orbiniidae,Leitoscoloplos,,sp. ,,sp. 1,,,,Day,,,,,1977,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,RRS Ernest Shackleton,9030,,,,,,-49.375133,-59.111600,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,13:35,,,,,,,"Soft brown cohesive clay with a fine surface layer of black sand. Loose surface less deep than previous with grey, stickier sediment from 5-10cm depth. Gravel <4cm diam. Some shell debris in sieve residue.",53MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,2,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Nichomache cf. lumbricalis,,"Nichomache cf. lumbricalis (Fabricius, 1780) ",,,,,,,Animalia,Annelida,,,Maldanidae,Nichomache,,lumbricalis,,cf.,,,,(Fabricius),,,,,(1780),,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,RRS Ernest Shackleton,9030,,,,,,-49.375133,-59.111600,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,13:35,,,,,,,"Soft brown cohesive clay with a fine surface layer of black sand. Loose surface less deep than previous with grey, stickier sediment from 5-10cm depth. Gravel <4cm diam. Some shell debris in sieve residue.",53MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,32,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Onuphis pseudoiridescens,,"Onuphis pseudoiridescens Averincev, 1972 ",,,,,,,Animalia,Annelida,,,Onuphidae,Onuphis,,pseudoiridescens,,,,,,Averincev,,,,,1972 ,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,RRS Ernest Shackleton,9030,,,,,,-49.375133,-59.111600,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,13:35,,,,,,,"Soft brown cohesive clay with a fine surface layer of black sand. Loose surface less deep than previous with grey, stickier sediment from 5-10cm depth. Gravel <4cm diam. Some shell debris in sieve residue.",53MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,2,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Ophelina cf. cylindricaudata,,Ophelina cf. cylindricaudata Hansen 1878,,,,,,,Animalia,Annelida,,,Opheliidae,Ophelina ,, cylindricaudata,,cf. ,,,,Hansen,,,,,1878,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,RRS Ernest Shackleton,9030,,,,,,-49.375133,-59.111600,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,13:35,,,,,,,"Soft brown cohesive clay with a fine surface layer of black sand. Loose surface less deep than previous with grey, stickier sediment from 5-10cm depth. Gravel <4cm diam. Some shell debris in sieve residue.",53MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Polynoidae indet. juv.,,Polynoidae indet. juv. ,,,,,,,Animalia,Annelida,,,Polynoidae,,,indet. juv.,,,,,,Kinberg,,,,,1856 ,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,RRS Ernest Shackleton,9030,,,,,,-49.375133,-59.111600,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,13:35,,,,,,,"Soft brown cohesive clay with a fine surface layer of black sand. Loose surface less deep than previous with grey, stickier sediment from 5-10cm depth. Gravel <4cm diam. Some shell debris in sieve residue.",53MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,6,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Spiophanes algidus,,"Spiophanes algidus Meißner, 2005",,,,,,,Animalia,Annelida,,,Spionidae,Spiophanes,,algidus,,,,,,Meißner,,,,,2005,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,RRS Ernest Shackleton,9030,,,,,,-49.375133,-59.111600,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,13:35,,,,,,,"Soft brown cohesive clay with a fine surface layer of black sand. Loose surface less deep than previous with grey, stickier sediment from 5-10cm depth. Gravel <4cm diam. Some shell debris in sieve residue.",53MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Aricidea (Allia) cf. ramosa,,"Aricidea (Allia) cf. ramosa Annenkova, 1934",,,,,,,Animalia,Annelida,,,Paraonidae,Aricidea,(Allia), ramosa,,cf.,,,,Annenkova,,,,,1934,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,RRS Ernest Shackleton,9030,,,,,,-49.375133,-59.111600,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,13:35,,,,,,,"Soft brown cohesive clay with a fine surface layer of black sand. Loose surface less deep than previous with grey, stickier sediment from 5-10cm depth. Gravel <4cm diam. Some shell debris in sieve residue.",53MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,2,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Cossura sp 1,,Cossura sp. ,,,,,,,Animalia,Annelida,,,Cossuridae,Cossura,,sp. ,,sp. 1,,,,Webster,Benedict,,,,1887,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,RRS Ernest Shackleton,9030,,,,,,-49.375133,-59.111600,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,13:35,,,,,,,"Soft brown cohesive clay with a fine surface layer of black sand. Loose surface less deep than previous with grey, stickier sediment from 5-10cm depth. Gravel <4cm diam. Some shell debris in sieve residue.",53MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Sphaerosyllis perspicax ,,"Sphaerosyllis perspicax  Ehlers, 1912 ",,,,,,,Animalia,Annelida,,,Syllidae,Sphaerosyllis,,perspicax ,,,,,,Ehlers,,,,,1912 ,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,RRS Ernest Shackleton,9030,,,,,,-49.375133,-59.111600,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,13:35,,,,,,,"Soft brown cohesive clay with a fine surface layer of black sand. Loose surface less deep than previous with grey, stickier sediment from 5-10cm depth. Gravel <4cm diam. Some shell debris in sieve residue.",53MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Exogone cf. heterosetosa,,"Exogone cf. heterosetosa McIntosh, 1885",,,,,,,Animalia,Annelida,,,Syllidae,Exogone,, heterosetosa,,cf.,,,,McIntosh,,,,,1885,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,RRS Ernest Shackleton,9030,,,,,,-49.375133,-59.111600,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,13:35,,,,,,,"Soft brown cohesive clay with a fine surface layer of black sand. Loose surface less deep than previous with grey, stickier sediment from 5-10cm depth. Gravel <4cm diam. Some shell debris in sieve residue.",53MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Harmothoe sp. 1,,Harmothoe sp. ,,,,,,,Animalia,Annelida,,,Polynoidae,Harmothoe,,sp. ,,sp. 1,,,,Kinberg,,,,,1856,,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,RRS Ernest Shackleton,9030,,,,,,-49.375133,-59.111600,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,13:35,,,,,,,"Soft brown cohesive clay with a fine surface layer of black sand. Loose surface less deep than previous with grey, stickier sediment from 5-10cm depth. Gravel <4cm diam. Some shell debris in sieve residue.",53MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,2018,,,,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,2,,,,,,,specimen fixed in 4  formalin,stored in 80% IMS,,,,,,,,,,,,,,,Levinsenia acutibranchiata,,"Levinsenia acutibranchiata (Strelzov, 1973)",,,,,,,Animalia,Annelida,,,Paraonidae,Levinsenia ,,acutibranchiata,,,,,,(Strelzov),,,,,(1973),,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,444,,,,RRS Ernest Shackleton,9030,,,,,,-49.375133,-59.111600,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,13:35,,,,,,,"Soft brown cohesive clay with a fine surface layer of black sand. Loose surface less deep than previous with grey, stickier sediment from 5-10cm depth. Gravel <4cm diam. Some shell debris in sieve residue.",53MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

